,CountryName,Date,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,Year,Month,day,Quarter,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
1856,Austria,2020-01-01,0.0,0.0,0.0,0.0,2020.0,January,1.0,1.0,,
1857,Austria,2020-01-02,0.0,0.0,0.0,0.0,2020.0,January,2.0,1.0,,
1858,Austria,2020-01-03,0.0,0.0,0.0,0.0,2020.0,January,3.0,1.0,,
1859,Austria,2020-01-04,0.0,0.0,0.0,0.0,2020.0,January,4.0,1.0,,
1860,Austria,2020-01-05,0.0,0.0,0.0,0.0,2020.0,January,5.0,1.0,,
1861,Austria,2020-01-06,0.0,0.0,0.0,0.0,2020.0,January,6.0,1.0,,
1862,Austria,2020-01-07,0.0,0.0,0.0,0.0,2020.0,January,7.0,1.0,,
1863,Austria,2020-01-08,0.0,0.0,0.0,0.0,2020.0,January,8.0,1.0,,
1864,Austria,2020-01-09,0.0,0.0,0.0,0.0,2020.0,January,9.0,2.0,,
1865,Austria,2020-01-10,0.0,0.0,0.0,0.0,2020.0,January,10.0,2.0,,
1866,Austria,2020-01-11,0.0,0.0,0.0,0.0,2020.0,January,11.0,2.0,,
1867,Austria,2020-01-12,0.0,0.0,0.0,0.0,2020.0,January,12.0,2.0,,
1868,Austria,2020-01-13,0.0,0.0,0.0,0.0,2020.0,January,13.0,2.0,,
1869,Austria,2020-01-14,0.0,0.0,0.0,0.0,2020.0,January,14.0,2.0,,
1870,Austria,2020-01-15,0.0,0.0,0.0,0.0,2020.0,January,15.0,2.0,,
1871,Austria,2020-01-16,0.0,0.0,0.0,0.0,2020.0,January,16.0,2.0,,
1872,Austria,2020-01-17,0.0,0.0,0.0,0.0,2020.0,January,17.0,3.0,,
1873,Austria,2020-01-18,0.0,0.0,0.0,0.0,2020.0,January,18.0,3.0,,
1874,Austria,2020-01-19,0.0,0.0,0.0,0.0,2020.0,January,19.0,3.0,,
1875,Austria,2020-01-20,0.0,0.0,0.0,0.0,2020.0,January,20.0,3.0,,
1876,Austria,2020-01-21,0.0,0.0,0.0,0.0,2020.0,January,21.0,3.0,,
1877,Austria,2020-01-22,0.0,0.0,0.0,0.0,2020.0,January,22.0,3.0,,
1878,Austria,2020-01-23,0.0,0.0,0.0,0.0,2020.0,January,23.0,3.0,,
